-; GreyBlock; (474, 108); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7685, 238); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7775, 133); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7748, 177); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7748, 223); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7775, 238); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7841, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7803, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7848, 219); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7861, 166); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7853, 127); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7809, 127); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7861, 192); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7855, 92); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7803, 57); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7823, 65); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7769, 70); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7946, 74); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7947, 118); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7947, 149); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7943, 184); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7944, 232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7971, 122); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8021, 114); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8021, 118); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7983, 122); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8057, 144); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8057, 179); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8060, 223); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8131, 0); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8129, 39); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8129, 83); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8132, 140); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8135, 184); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8135, 223); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8135, 118); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8164, 144); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8198, 109); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8210, 78); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8190, 166); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8214, 192); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8229, 214); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-605, 637); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-581, 704); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-593, 682); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-565, 760); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-561, 738); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-537, 777); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-537, 760); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-521, 755); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-509, 699); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-521, 716); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-493, 660); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-561, 799); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-589, 855); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-589, 816); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-617, 872); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-437, 682); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-425, 721); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-425, 777); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-410, 738); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-410, 794); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-370, 794); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-326, 738); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-354, 777); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-326, 721); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-354, 682); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-326, 676); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-410, 660); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-382, 660); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-258, 660); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-242, 660); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-254, 716); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-254, 699); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-254, 755); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-270, 777); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-230, 777); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-214, 794); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-186, 777); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-174, 738); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-174, 699); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-174, 660); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8, 660); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (20, 716); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8, 699); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (36, 738); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (36, 777); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (76, 777); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (104, 760); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (104, 721); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (104, 682); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (108, 643); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (172, 716); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (210, 707); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (241, 727); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (271, 713); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (271, 665); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (257, 637); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (237, 637); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (197, 643); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (161, 649); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (161, 693); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (166, 733); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (196, 783); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (231, 791); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (255, 783); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (341, 665); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (341, 747); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (345, 713); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (337, 643); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (341, 775); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (375, 665); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (405, 665); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (461, 651); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (495, 707); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (480, 679); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (510, 699); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (520, 741); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (535, 775); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (566, 643); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (556, 705); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (565, 679); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (550, 769); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (555, 735); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (536, 839); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (535, 805); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (516, 853); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (490, 887); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (743, 657); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (738, 713); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (743, 775); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (747, 733); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (743, 679); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (788, 657); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (817, 663); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (748, 615); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (857, 657); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (842, 685); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (842, 735); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (842, 761); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (896, 679); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (912, 733); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (926, 775); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (908, 693); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (998, 651); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1002, 721); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1006, 685); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1032, 769); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1066, 783); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1086, 741); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1092, 693); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1092, 637); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1092, 665); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1196, 665); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1247, 657); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1206, 657); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1171, 657); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1157, 719); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1157, 679); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1166, 775); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1171, 749); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1211, 783); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1245, 783); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1317, 525); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1317, 559); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1317, 643); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1317, 601); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1321, 685); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1321, 727); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1337, 769); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1365, 643); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1405, 663); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1425, 699); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1435, 747); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1441, 775); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1515, 783); [Coordinates(1, 1), 50, 50]
-; Spawn; (4341, -55); [Coordinates(1, 1)]
